Frutas
Abacate - Ceasas
Abacaxi - Ceasas
Mamão - Ceasas
Maracujá - Ceasas
Pera - Ceasas
Tangerina - Ceasas
Uva - Ceasas
Melancia - Ceasas
Banana Nanica/Prata - Ceasas
Limão Tahiti - Ceasas
Maçã Fuji - Ceasas
